pwsid,pwsname,size,facilitywatertype,collectiondate,sampleid,contaminant,mrl,methodid,analyticalresultssign,analyticalresultvalue,sampleeventcode,monitoringrequirement,region,state
FL1370393,Bradfordville Regional Water System,L,GW,9/23/2013,201309240264AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,9/23/2013,201309240264AM,vanadium,0.2,EPA 200.8,=,1.20,SE1,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,3/24/2014,201403250226AM,strontium,0.3,EPA 200.8,=,59,SE2,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,3/24/2014,201403250226AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,3/12/2014,201403130316AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,9/24/2013,201309250061AM,vanadium,0.2,EPA 200.8,=,2.10,SE1,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,3/24/2014,201403250226AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,3/24/2014,201403250226AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,3/12/2014,201403130316AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,9/23/2013,201309240264AM,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,3/12/2014,201403130316AM,strontium,0.3,EPA 200.8,=,40,SE2,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,3/12/2014,201403130316AM,vanadium,0.2,EPA 200.8,=,0.23,SE2,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,3/12/2014,201403130316AM,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,9/23/2013,201309240264AM,strontium,0.3,EPA 200.8,=,60,SE1,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,3/12/2014,201403130316AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1370393,Bradfordville Regional Water System,L,GW,9/23/2013,201309240264AM,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194423,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194423,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092308,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194425,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092306,molybdenum,1.0,EPA 200.8,=,2.50,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092306,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092294,strontium,0.3,EPA 200.8,=,140,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194343,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092290,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092290,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194429,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194427,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194427,molybdenum,1.0,EPA 200.8,=,37,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194422,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194427,strontium,0.3,EPA 200.8,=,55,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092345,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194341,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194341,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092339,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194340,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092343,molybdenum,1.0,EPA 200.8,=,4.40,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092338,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092343,strontium,0.3,EPA 200.8,=,72,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092294,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092304,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092302,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092302,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092301,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092306,strontium,0.3,EPA 200.8,=,100,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194345,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194345,molybdenum,1.0,EPA 200.8,=,1.80,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194345,strontium,0.3,EPA 200.8,=,140,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194347,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194407,molybdenum,1.0,EPA 200.8,=,2.20,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194405,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194403,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194407,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194403,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194409,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092284,strontium,0.3,EPA 200.8,=,100,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194402,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092272,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092339,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092267,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092268,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092272,molybdenum,1.0,EPA 200.8,=,2.30,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092274,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194407,strontium,0.3,EPA 200.8,=,46,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092272,strontium,0.3,EPA 200.8,=,45,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092270,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092268,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194394,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194394,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194393,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194398,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194400,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092296,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092294,molybdenum,1.0,EPA 200.8,=,2.40,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092289,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194398,molybdenum,1.0,EPA 200.8,=,3.50,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092286,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092284,molybdenum,1.0,EPA 200.8,=,3.60,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092279,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092282,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194396,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092280,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092284,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194398,strontium,0.3,EPA 200.8,=,100,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092280,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092253,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092259,strontium,0.3,EPA 200.8,=,60,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092255,vanadium,0.2,EPA 200.8,=,0.60,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092255,molybdenum,1.0,EPA 200.8,=,4.30,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092251,molybdenum,1.0,EPA 200.8,=,2.50,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092217,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092257,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092251,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092255,strontium,0.3,EPA 200.8,=,71,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194465,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092261,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092259,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092265,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092217,strontium,0.3,EPA 200.8,=,46,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092217,molybdenum,1.0,EPA 200.8,=,2.30,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092251,strontium,0.3,EPA 200.8,=,100,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194465,strontium,0.3,EPA 200.8,=,46,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092232,strontium,0.3,EPA 200.8,=,46,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092232,molybdenum,1.0,EPA 200.8,=,2.40,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092232,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092234,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092219,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194186,vanadium,0.2,EPA 200.8,=,0.60,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194465,molybdenum,1.0,EPA 200.8,=,3.30,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194205,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194203,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194467,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194493,strontium,0.3,EPA 200.8,=,100,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194188,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194186,molybdenum,1.0,EPA 200.8,=,4.20,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194186,strontium,0.3,EPA 200.8,=,70,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194460,molybdenum,1.0,EPA 200.8,=,4.40,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194203,molybdenum,1.0,EPA 200.8,=,5.70,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194462,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092341,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194456,molybdenum,1.0,EPA 200.8,=,18,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194495,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194460,strontium,0.3,EPA 200.8,=,71,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194456,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194456,strontium,0.3,EPA 200.8,=,48,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194460,vanadium,0.2,EPA 200.8,=,0.60,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194203,strontium,0.3,EPA 200.8,=,46,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194493,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194493,molybdenum,1.0,EPA 200.8,=,2.40,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194458,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092311,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194443,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194436,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092311,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194441,strontium,0.3,EPA 200.8,=,70,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092310,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092313,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092315,strontium,0.3,EPA 200.8,=,46,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092343,vanadium,0.2,EPA 200.8,=,0.60,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194441,vanadium,0.2,EPA 200.8,=,0.70,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194437,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194437,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194439,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194365,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194367,strontium,0.3,EPA 200.8,=,44,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194367,molybdenum,1.0,EPA 200.8,=,2.30,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194367,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194369,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092259,molybdenum,1.0,EPA 200.8,=,2.30,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092263,vanadium,0.2,EPA 200.8,=,0.70,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092263,molybdenum,1.0,EPA 200.8,=,4.30,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092263,strontium,0.3,EPA 200.8,=,70,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194441,molybdenum,1.0,EPA 200.8,=,4.40,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092315,molybdenum,1.0,EPA 200.8,=,2.40,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194363,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092317,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,8/25/2014,3092315,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194363,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1460035,Auburn Water System,L,GW,2/23/2015,3194362,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690011AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690011AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690011AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690011AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690011AM,strontium,0.3,EPA 200.8,=,643,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690011AM,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690011AM,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447011AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,14080421-006,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447011AM,strontium,0.3,EPA 200.8,=,732,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447011AM,molybdenum,1.0,EPA 200.8,=,1.40,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447011AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447011AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447011AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447011AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690009AM,molybdenum,1.0,EPA 200.8,=,1.40,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690009AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690009AM,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690009AM,strontium,0.3,EPA 200.8,=,705,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690009AM,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690009AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690009AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690009AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,14080421-007,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447015AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447009AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447009AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447009AM,molybdenum,1.0,EPA 200.8,=,1.40,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447009AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447009AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447009AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447009AM,strontium,0.3,EPA 200.8,=,672,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,14080421-008,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690015AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690015AM,strontium,0.3,EPA 200.8,=,941,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690017AM,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690015AM,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690015AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690019AM,strontium,0.3,EPA 200.8,=,1030,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690017AM,molybdenum,1.0,EPA 200.8,=,1.30,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690017AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690019AM,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690019AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,1/14/2014,35122690019AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447019AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447015AM,strontium,0.3,EPA 200.8,=,1010,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,35146447017AM,strontium,0.3,EPA 200.8,=,645,SE2,AM,4,FL
FL1460144,City of Fort Walton Beach,L,GW,7/15/2014,14080421-005,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460147,City of Niceville,L,GW,3/27/2013,3588005017AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1460147,City of Niceville,L,GW,3/27/2013,3588005013AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1460147,City of Niceville,L,GW,3/27/2013,3588005013AM,strontium,0.3,EPA 200.8,=,184,SE1,AM,4,FL
FL1460147,City of Niceville,L,GW,3/27/2013,3588005013AM,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460147,City of Niceville,L,GW,9/11/2013,35108200011AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
